LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_ADDRESS,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_STATE,LCA_CASE_EMPLOYER_POSTAL_CODE,LCA_CASE_SOC_NAME,LCA_CASE_JOB_TITLE,FULL_TIME_POS,TOTAL_WORKERS,LCA_CASE_WORKLOC1_CITY,LCA_CASE_WORKLOC1_STATE,LCA_CASE_WORKLOC2_CITY,LCA_CASE_WORKLOC2_STATE
"CARESOFT GLOBAL, INC.",7025 VETERANS BOULEVARD,BURR RIDGE,IL,60527,Mechanical Engineers,MECHANICAL ENGINEER,Y,1,BURR RIDGE,IL,,
"CARESOFT GLOBAL, INC.",7025 VETERANS BOULEVARD,BURR RIDGE,IL,60527,Mechanical Engineers,DESIGN ENGINEER,Y,1,BURR RIDGE,IL,CALHOUN,GA
"CARESOFT GLOBAL, INC.",7025 VETERANS BOULEVARD,BURR RIDGE,IL,60527,Mechanical Engineers,DESIGN ENGINEER,Y,1,BURR RIDGE,IL,FARGO,ND
PWC STRATEGY& (US) INC.,225 WEST WACKER DRIVE,CHICAGO,IL,60606,Management Analysts,"ASSOCIATE, OPERATIONS",Y,1,CHICAGO,IL,,
WESTERN ILLINOIS UNIVERSITY,1 UNIVERSITY CIRCLE,MACOMB,IL,61455,"Social Sciences Teachers, Postsecondary, All Other",INSTRUCTOR,Y,1,MACOMB,IL,,
NORTHWESTERN UNIVERSITY,630 DARTMOUTH PLACE,EVANSTON,IL,60208,Statisticians,RESEARCH ASSOCIATE,Y,1,EVANSTON,IL,,
CHICAGO MATHEMATICS AND SCIENCE ACADEMY CHARTER SC,7212 N CLARK ST,CHICAGO,IL,60626,"Secondary School Teachers, Except Special and Care",PHYSICAL EDUCATION TEACHER,Y,1,CHICAGO,IL,,
KALVEN TECHNOLOGIES INC,1701 E.WOODFIELD RD,SCHAUMBURG,IL,60173,Computer Systems Analysts,SYSTEMS ANALYST,Y,1,SCHAUMBURG,IL,ADDISON,TX
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST 2,Y,1,NORTHBROOK,IL,,
AON BENFIELD INC.,200 EAST RANDOLPH STREET,CHICAGO,IL,60601,Civil Engineers,SENIOR SCIENTIST,Y,1,CHICAGO,IL,,
MOTOROLA MOBILITY LLC,222 W. MERCHANDISE MART PLAZA,CHICAGO,IL,60654,"Computer Occupations, All Other",TEST ENGINEER,Y,1,CHICAGO,IL,,
JOHN H. STROGER JR. HOSPITAL OF COOK COUNTY,627 S.WOOD  # 833,CHICAGO,IL,60612,Physician Assistants,POST GRADUATE PHYSICIAN,Y,1,CHICAGO,IL,,
HYATT CORPORATION,71 S WACKER DRIVE,CHICAGO,IL,60606,Accountants and Auditors,AUDIT MANAGER,Y,1,CHICAGO,IL,,
AON SERVICE CORPORATION,200 EAST RANDOLPH STREET,CHICAGO,IL,60601,"Software Developers, Applications",SENIOR PLATFORM ENGINEER,Y,1,LINCOLNSHIRE,IL,,
"HOME BOUND HEALTHCARE, INC.",1615 VOLLMER ROAD,FLOSSMOOR,IL,60422,Physical Therapists,PHYSICAL THERAPIST,Y,1,FLOSSMOOR,IL,,
THE UNIVERSITY OF CHICAGO,OFFICE OF INTERNATIONAL AFFAIRS,CHICAGO,IL,60637,Chemists,POSTDOCTORAL SCHOLAR,Y,1,CHICAGO,IL,,
"ROLTA INTERNATIONAL, INC.",333 E BUTTERFIELD RD,LOMBARD,IL,60148,"Software Developers, Applications",MANAGING CONSULTANT,Y,1,LOMBARD,IL,MEMPHIS,TN
"CIRCUIT ENGINEERING, LLC",1390 LUNT AVENUE,ELK GROVE VILLAGE,IL,60007,General and Operations Managers,INTERNATIONAL OPERATIONS MANAGER,Y,1,ELK GROVE VILLAGE,IL,,
JPMORGAN CHASE &AMP; CO.,10 S. DEARBORN ST.,CHICAGO,IL,60603,"Software Developers, Applications",APPLICATION DEVELOPER,Y,1,CHICAGO,IL,,
BLESSING CORPORATE SERVICES INC. (PAREENT BLESSING,BROADWAY AT 11TH STREET,QUINCY,IL,62305,Psychiatrists,ADULT AND GENERAL PSYCHIASTRIST,Y,1,QUINCY,IL,,
"ZS ASSOCIATES, INC.",1800 SHERMAN AVENUE,EVANSTON,IL,60201,"Software Developers, Applications",SENIOR SOFTWARE BUSINESS SYSTEMS ANALYST,Y,1,EVANSTON,IL,,
DEDERT CORPORATION,17740 HOFFMAN WAY,HOMEWOOD,IL,60430,Mechanical Engineers,SENIOR DESIGN ENGINEER,Y,1,HOMEWOOD,IL,,
"ROLTA INTERNATIONAL, INC.",333 E BUTTERFIELD RD,LOMBARD,IL,60148,Computer Programmers,SOLUTIONS ARCHITECT,Y,1,LOMBARD,IL,MEMPHIS,TN
KALVEN TECHNOLOGIES INC,1701 E.WOODFIELD RD,SCHAUMBURG,IL,60173,Computer Systems Analysts,HEALTHCARE BUSINESS ANALYST/TESTER,Y,1,SCHAUMBURG,IL,QUINCY,MA
"NAVISTAR, INC.",2701 NAVISTAR DRIVE,LISLE,IL,60532,Mechanical Engineers,PRODUCT DEVELOPMENT ENGINEER TEAM LEAD,Y,1,LISLE,IL,MELROSE PARK,IL
COMMUNITY ACCOUNTING SERVICES,3005 W. IRVING PARK ROAD,CHICAGO,IL,60618,Accountants and Auditors,ACCOUNTANT - SENIOR MANAGER,Y,1,CHICAGO,IL,,
ENOVA FINANCIAL HOLDINGS LLC,200 WEST JACKSON BLVD,CHICAGO,IL,60606,"Computer Occupations, All Other",TECHNICAL QA SENIOR ENGINEER,Y,1,CHICAGO,IL,,
"LTG LASALLE TRADING GROUP, LLC",2461 N. LINCOLN AVENUE,CHICAGO,IL,60614,"Software Developers, Applications",TRADER/ SOFTWARE ENGINEER,Y,1,CHICAGO,IL,,
"UCHICAGO ARGONNE, LLC",9700 SOUTH CASS AVENUE,LEMONT,IL,60439,Physicists,ASSISTANT APPLICATIONS SCIENTIST,Y,5,LEMONT,IL,,
THE UNIVERSITY OF CHICAGO,5801 S. ELLIS AVE,CHICAGO,IL,60637,"Chemistry Teachers, Postsecondary",ASSISTANT PROFESSOR,Y,1,CHICAGO,IL,,
CAPGEMINI FINANCIAL SERVICES USA INC,6400 SHAFER COURT,ROSEMONT,IL,60018,Computer Systems Analysts,LEAD CONSULTANT,Y,5,ROLLING MEADOWS,IL,,
ILLINOIS COLLEGE OF OPTOMETRY,3241 SOUTH MICHIGAN AVENUE,CHICAGO,IL,60616,"Health Specialties Teachers, Postsecondary",INSTRUCTOR OF OPTOMETRY,Y,1,CHICAGO,IL,,
HOSTMANN-STEINBERG INC.,2850 FESTIVAL DRIVE,KANKAKEE,IL,60901,Chemists,PRODUCT DEVELOPMENT ENGINEER,Y,1,KANKAKEE,IL,,
RICHLAND MEMORIAL HOSPITAL,800 E LOCUST ST,OLNEY,IL,62450,Medical and Clinical Laboratory Technologists,MEDICAL TECHNOLOGIST,Y,1,OLNEY,IL,,
PELRON CORPORATION,7847 W 47TH ST.,MCCOOK,IL,60525,Industrial Production Managers,MANAGER-PRODUCTION/PROCESS MANAGER,Y,1,MCCOOK,IL,,
"NAVISTAR, INC.",2701 NAVISTAR DRIVE,LISLE,IL,60532,Mechanical Engineers,"PRODUCT DEVELOPMENT ENGINEER, TEAM LEAD",Y,1,LISLE,IL,MELROSE PARK,IL
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Database Administrators,COMPUTER SPECIALIST/SYSTEM SUPPORT AND DEVELOPMENT,Y,1,DEERFIELD,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Systems Analysts,COMPUTER SYSTEMS ANALYST 2,Y,1,NORTHBROOK,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,"Computer Occupations, All Other",COMPUTER SPECIALIST/TESTING AND QUALITY ANALYST 2,Y,1,CHICAGO,IL,,
UNIVERSITY OF ILLINOIS,352 HENRY ADMINISTRATION BUILDING,URBANA,IL,61801,"Engineering Teachers, Postsecondary",ASSISTANT PROFESSOR,Y,1,URBANA,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,"Computer Occupations, All Other",COMPUTER SPECIALIST/TESTING AND QUALITY ANALYST 2,Y,1,CHICAGO,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
DISCOVER PRODUCTS INC.,2500 LAKE COOK ROAD,RIVERWOODS,IL,60015,Financial Analysts,PROJECT MANAGER,Y,1,RIVERWOODS,IL,,
UNIVERSITY OF ILLINOIS,352 HENRY ADMINISTRATION BUILDING,URBANA,IL,61801,"Education Teachers, Postsecondary",VISITING LECTURER,Y,1,CHAMPAIGN,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
"ADM INVESTOR SERVICES, INC.",141 WEST JACKSON BLVD.,CHICAGO,IL,60604,Market Research Analysts and Marketing Specialists,DIRECTOR OF ASIAN BUSINESS DEVELOP - ARCHER FINANC,Y,1,CHICAGO,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
AZUR INFOTECH INC.,8770 W. BRYN MAWR,CHICAGO,IL,60631,"Software Developers, Applications",SAP BASIS CONSULTANT,Y,1,CHICAGO,IL,ATLANTA,GA
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
CITADEL LLC,131 S. DEARBORN STREET,CHICAGO,IL,60603,"Software Developers, Applications",DEVELOPER,Y,1,CHICAGO,IL,,
HELANDER METAL SPINNING COMPANY,931 N RIDGE AVE,LOMBARD,IL,60148,Mechanical Engineers,DESIGN ENGINEER,Y,1,LOMBARD,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
"ALTO MFG. CO., INC.",2850 N ASHLAND AVE.,CHICAGO,IL,60657,Mechanical Engineers,MECHANICAL ENGINEER,Y,1,CHICAGO,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
"ONWARD TECHNOLOGIES, INC",5600 N RIVER ROAD,ROSEMONT,IL,60018,Mechanical Engineers,MECHANICAL ENGINEER,Y,1,VERNON HILLS,IL,,
"THE COMPUTING TECHNOLOGY INDUSTRY ASSOCIATION, INC",3500 LACEY ROAD,DOWNERS GROVE,IL,60515,Management Analysts,"VICE PRESIDENT, MEMBER COMMUNITIES",Y,1,DOWNERS GROVE,IL,,
DISCOVER PRODUCTS INC.,2500 LAKE COOK ROAD,RIVERWOODS,IL,60015,Credit Analysts,PROJECT MANAGER,Y,1,RIVERWOODS,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
"YASH TECHNOLOGIES, INC.",605 17TH AVENUE,EAST MOLINE,IL,61244,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,EAST MOLINE,IL,,
"PATRICK ENGINEERING, INC.",4970 VARSITY DRIVE,LISLE,IL,60532,Civil Engineers,SENIOR CIVIL DESIGNER,Y,1,LISLE,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
"UCHICAGO ARGONNE, LLC",9700 SOUTH CASS AVENUE,LEMONT,IL,60439,Nuclear Engineers,NUCLEAR ENGINEER,Y,5,LEMONT,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
UNIVERSITY OF ILLINOIS AT CHICAGO,"1200 W. HARRISON ST., 2160 SSB",CHICAGO,IL,60607,"Law Teachers, Postsecondary",VISITING LECTURER,Y,1,CHICAGO,IL,CHICAGO,IL
THE JOINT COMMISSION,ONE RENAISSANCE BLVD,OAKBROOK TERRACE,IL,60181,"Software Developers, Applications",SENIOR SOFTWARE DEVELOPMENT ANALYST,Y,1,OAKBROOK TERRACE,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
TRIBUNE COMPANY,435 NORTH MICHIGAN AVENUE,CHICAGO,IL,60611,"Software Developers, Applications",SOFTWARE ENGINEER III,Y,1,CHICAGO,IL,,
ELITE IT SOLUTIONS INC,"960 CLOCK TOWER DR, SUITE F3",SPRINGFIELD,IL,62704,"Software Developers, Applications",SOFTWARE ENGINEER,Y,1,SPRINGFIELD,IL,SPRINGFIELD,IL
LAURAS INTERNATIONAL (USA) LLP,8770 W. BRYN BAWR AVENUE,CHICAGO,IL,60631,Industrial Engineers,SENIOR CONSULTANT (LEAN MANUFACTURING),Y,1,CHICAGO,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Systems Analysts,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
"MATRIX MANAGEMENT SYSTEMS, INC.",2500 WEST HIGGINS ROAD,HOFFMAN ESTATES,IL,60169,Computer Programmers,SENIOR PROGRAMMER ANALYST,Y,1,EVANSTON,IL,,
JPMORGAN CHASE & CO.,10 S DEARBORN STREET,CHICAGO,IL,60603,"Software Developers, Applications",APPLICATIONS DEVELOPER,Y,1,CHICAGO,IL,,
"INTEGRATED THERAPY SPECIALISTS, LLC",5946 N. MILWAUKEE AVE.,CHICAGO,IL,60646,Occupational Therapists,OCCUPATIONAL THERAPIST,Y,1,CHICAGO,IL,NILES,IL
"KRAFT FOODS GROUP, INC.",THREE LAKES DRIVE,NORTHFIELD,IL,60093,"Software Developers, Applications",SAP DEVELOPMENT LEAD,Y,1,NORTHFIELD,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
JPMORGAN CHASE & CO.,10 SOUTH DEARBORN STREET,CHICAGO,IL,60603,"Software Developers, Applications","ASSOCIATE, APPLICATION DEVELOPER",Y,1,CHICAGO,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
SRT IT INCORPORATED,1999 WABASH AVE SUITE 213,SPRINGFIELD,IL,62704,Computer Programmers,PROGRAMMER ANALYST,Y,1,CHICAGO,IL,,
"RELO REDAC CHICAGO, INC.",85 W ALGONQUIN RD,ARLINGTON HEIGHTS,IL,60005,Market Research Analysts and Marketing Specialists,PROPERTY MANAGEMENT SPECIALIST,Y,1,ARLINGTON HEIGHTS,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
NATIONAL RAILWAY EQUIPMENT COMPANY,1100 SHAWNEE STREET,MOUNT VERNON,IL,62864,"Electronics Engineers, Except Computer",ELECTRONICS DESIGN ENGINEER,Y,1,MOUNT VERNON,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
BITWISE INC,1515 E. WOODFIELD ROAD,SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST,Y,1,SCHAUMBURG,IL,,
"OLOOP, LLC.",2948 ARTESIAN ROAD,NAPERVILLE,IL,60564,Computer Programmers,COMPUTER PROGRAMMER,Y,1,VERNON HILLS,IL,,
ROSALIND FRANKLIN UNIVERSITY OF MEDICINE &AMP; SCI,3333 GREEN BAY ROAD,NORTH CHICAGO,IL,60064,"Medical Scientists, Except Epidemiologists",RESEARCH ASSISTANT PROFESSOR,Y,1,NORTH CHICAGO,IL,,
SARAM SOLUTIONS INCORPORATED,1444 N FARNSWORTH AVE,AURORA,IL,60505,"Computer Occupations, All Other",QUALITY ASSURANCE ANALYST,Y,1,AURORA,IL,ADA,MI
"SHELBY MEMORIAL HOSPITAL ASSOCIATION, INC.",200 SOUTH CEDAR STREET,SHELBYVILLE,IL,62565,"Physicians and Surgeons, All Other",PHYSICIAN,N,1,SHELBYVILLE,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Programmers,COMPUTER PROGRAMMER/CONFIGURER 2,Y,1,BLOOMINGTON,IL,,
"BELCAN ENGINEERING GROUP, INC.",423 SW WASHINGTON STREET,PEORIA,IL,61602,Mechanical Engineers,AFTER-TREATMENT DEVELOPMENT ENGINEER,Y,1,MOSSVILLE,IL,,
SOFTWARE SYSTEMS AND SOLUTIONS INC.,2500 WEST HIGGINS RD.,HOFFMAN ESTATES,IL,60169,Computer Programmers,PROGRAMMER ANALYST,Y,1,ROMEOVILLE,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Database Administrators,COMPUTER SPECIALIST/SYSTEM SUPPORT AND DEVELOPMENT,Y,1,DEERFIELD,IL,,
DEPAUL UNIVERSITY,1 E JACKSON BLVD.,CHICAGO,IL,60604,"Education Administrators, Postsecondary",DIRECTOR OF THE INTERNATIONAL HUMAN RIGHTS LAW INS,Y,1,CHICAGO,IL,,
"UCHICAGO ARGONNE, LLC",9700 SOUTH CASS AVENUE,LEMONT,IL,60439,Nuclear Engineers,NUCLEAR ENGINEER,Y,5,LEMONT,IL,,
"AKZO NOBEL SERVICES, INC.",525 WEST VAN BUREN,CHICAGO,IL,60607-3835,Market Research Analysts and Marketing Specialists,COMMERCIAL EXCELLENCE ANALYST,Y,1,CHICAGO,IL,,
"CYBER KORP, INC.",125 FAIRFIELD WAY,BLOOMINGDALE,IL,60108,"Software Developers, Applications",SOFTWARE ENGINEER,Y,1,BLOOMINGDALE,IL,,
VENSAR TECHNOLOGY INC,2015 S ARLINGTON HEIGHTS ROAD,ARLINGTON HEIGHTS,IL,60005,Computer Programmers,COMPUTER PROGRAMMER ANALYST,Y,1,ARLINGTON HEIGHTS,IL,SCHAUMBURG,IL
"W. W. GRAINGER, INC.",100 GRAINGER PARKWAY,LAKE FOREST,IL,60045,"Managers, All Other",PRODUCT MANAGER,Y,1,LAKE FOREST,IL,,
"AMERICAN IT RESOURCE GROUP, INC.","1111 PLAZA DRIVE,",SCHAUMBURG,IL,60173,Computer Programmers,PROGRAMMER ANALYST- SAP,Y,1,EAST MOLINE,IL,SCHAUMBURG,IL
SUNRISE FUTURES LLC,30 SOUTH WACKER DRIVE,CHICAGO,IL,60606,Financial Analysts,SENIOR ASSOCIATE IN TRADING STRATEGY RESEARCH,Y,1,CHICAGO,IL,,
CHICAGO COMPUTER CLUB CORP.,401 S. LASALLE ST,CHICAGO,IL,60605,Network and Computer Systems Administrators,NETWORK SYSTEMS AND DATA COMMUNICATIONS ANALYST,Y,1,CHICAGO,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Database Administrators,COMPUTER  SPECIALIST/SYSTEM SUPPORT AND DEVELOPMEN,Y,1,OAKBROOK TERRACE,IL,,
"SAVEN TECHNOLOGIES, INC.",1051 PERIMETER DRIVE,SCHAUMBURG,IL,60173,"Software Developers, Applications",COMPUTER SOFTWARE ENGINEER-APPLICATIONS,Y,1,CHICAGO,IL,,
VENSAR TECHNOLOGY INC,2015 S ARLINGTON HEIGHTS ROAD,ARLINGTON HEIGHTS,IL,60005,Computer Programmers,COMPUTER PROGRAMMER ANALYST,Y,1,ARLINGTON HEIGHTS,IL,CHICAGO,IL
"CSG SYSTEMS, INC.",33 W. MONROE,CHICAGO,IL,60603,"Software Developers, Applications",CONSULTANT II,Y,1,CHICAGO,IL,,
"INSURANCE AUTO AUCTIONS, INC.",TWO WESTBROOK CORPORATE CENTER,WESTCHESTER,IL,60154,"Software Developers, Applications",SENIOR DEVELOPER,Y,1,WESTCHESTER,IL,,
RIVERSIDE MEDICAL CENTER,350 N. WALL STREET,KANKAKEE,IL,60901,"Physicians and Surgeons, All Other",PULMONOLOGIST,Y,1,KANKAKEE,IL,,
PWC STRATEGY& (US) INC.,225 WEST WACKER DRIVE,CHICAGO,IL,60606,Management Analysts,SENIOR ASSOCIATE,Y,1,CHICAGO,IL,PITTSBURGH,PA
VENSAR TECHNOLOGY INC,2015 S ARLINGTON HEIGHTS ROAD,ARLINGTON HEIGHTS,IL,60005,"Software Developers, Applications",COMPUTER PROGRAMMER ANALYST,Y,1,ARLINGTON HEIGHTS,IL,MIAMI,FL
SEARS HOLDINGS MANAGEMENT CORPORATION,3333 BEVERLY ROAD,HOFFMAN ESTATES,IL,60179,"Computer Occupations, All Other",PROJECT MANAGER,Y,1,HOFFMAN ESTATES,IL,,
"BELCAN ENGINEERING GROUP, INC.",423 SW WASHINGTON STREET,PEORIA,IL,61602,Mechanical Engineers,DESIGN ENGINEER,Y,1,MOSSVILLE,IL,,
"VIAFORENSICS, LLC",1046 LAKE STREET,OAK PARK,IL,60301,"Software Developers, Applications",DATA SCIENTIST,Y,1,OAK PARK,IL,,
"CLASSIFIED VENTURES, LLC",175 W. JACKSON BLVD.,CHICAGO,IL,60604,"Software Developers, Applications",APPLICATION DEVELOPER,Y,1,CHICAGO,IL,,
CAPGEMINI FINANCIAL SERVICES USA INC,6400 SHAFER COURT,ROSEMONT,IL,60018,"Software Developers, Applications",SENIOR CONSULTANT,Y,10,CHICAGO,IL,,
NORTHWESTERN UNIVERSITY,630 DARTMOUTH PLACE,EVANSTON,IL,60208,"Software Developers, Applications, R&D",SYSTEMS ANALYST/PROGRAMMER,Y,1,CHICAGO,IL,,
"THE MASCHHOFFS, LLC",7475 STATE ROUTE 127,CARLYLE,IL,62231,Animal Scientists,"ASSOCIATE DIRECTOR, NUTRITION",Y,1,CARLYLE,IL,,
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Programmers,COMPUTER PROGRAMMER/CONFIGURER 2,Y,1,BLOOMINGTON,IL,,
SEARS HOLDINGS MANAGEMENT CORPORATION,3333 BEVERLY ROAD,HOFFMAN ESTATES,IL,60179,Purchasing Managers,ASSOCIATE BUYER,Y,1,HOFFMAN ESTATES,IL,,
ANDHUS TECHNOLOGIES INC,650 E.DEVON AVE,ITASCA,IL,60143,Computer Programmers,PROGRAMMER ANALYST,Y,1,ITASCA,IL,ERIE,PA
"BIJORA, INC.",1430 W. WILLOW ST.,CHICAGO,IL,60642,Graphic Designers,SR. DIGITAL DESIGNER,Y,1,CHICAGO,IL,,
DISCOVER PRODUCTS INC.,2500 LAKE COOK ROAD,RIVERWOODS,IL,60015,Financial Analysts,PROJECT MANAGER,Y,1,RIVERWOODS,IL,,
VENSAR TECHNOLOGY INC,2015 S ARLINGTON HEIGHTS ROAD,ARLINGTON HEIGHTS,IL,60005,Computer Programmers,PROGRAMMER ANALYST,Y,1,ARLINGTON HEIGHTS,IL,CHICAGO,IL
ACCENTURE LLP,161 N. CLARK ST.,CHICAGO,IL,60601,Computer Programmers,COMPUTER PROGRAMMER/CONFIGURER 2,Y,1,DEERFIELD,IL,,
BAXTER HEALTHCARE CORPORATION,ONE BAXTER PARKWAY,DEERFIELD,IL,60015,Marketing Managers,SENIOR MARKETING MANAGER - SOFT TISSUE PLATFORM,Y,1,DEERFIELD,IL,,
CATERPILLAR INC,100 NE ADAMS ST.,PEORIA,IL,61629,Mechanical Engineers,SENIOR ENGINEER-PERFORMANCE/SIMULATION/APPLICATION,Y,1,MOSSVILLE,IL,,
CATERPILLAR INC,100 NE ADAMS ST.,PEORIA,IL,61629,Mechanical Engineers,ENGINEER,Y,1,MOSSVILLE,IL,,
INTERNATIONAL BANK OF CHICAGO,5069 N. BROADWAY STREET,CHICAGO,IL,60640,Loan Officers,COMMERCIAL LOAN OFFICER,Y,1,WILMETTE,IL,,
"ASSISTED LIVING CONCEPTS, LLC",330 N. WABASH,CHICAGO,IL,60611,Marketing Managers,"DIRECTOR, STRATEGY & BUSINESS DEVELOPMENT",Y,1,CHICAGO,IL,,
CATERPILLAR INC,100 NE ADAMS ST.,PEORIA,IL,61629,Industrial Engineers,SENIOR ENGINEER-RESEARCH,Y,1,MOSSVILLE,IL,,
DISCOVER PRODUCTS INC.,2500 LAKE COOK ROAD,RIVERWOODS,IL,60015,Statisticians,"PROJECT MANAGER, PORTFOLIO",Y,1,RIVERWOODS,IL,,
"BIJJAM INFORMATION TECHNOLOGIES, INC.",3525 WEST PETERSON AVENUE,CHICAGO,IL,60659,"Computer Occupations, All Other",INFORMATION TECHNOLOGY PROJECT MANAGER,Y,1,CHICAGO,IL,,
ARCHER DANIELS MIDLAND COMPANY,4666 FARIES PARKWAY,DECATUR,IL,62526,Financial Managers,"MANAGER, CORPORATE FINANCE & CAPITAL MARKETS",Y,1,CHICAGO,IL,,
CATERPILLAR INC,100 NE ADAMS ST.,PEORIA,IL,61629,Statisticians,ANALYTICS TEAM LEADER,Y,1,PEORIA,IL,,
CAPGEMINI FINANCIAL SERVICES USA INC,6400 SHAFER COURT,ROSEMONT,IL,60018,Management Analysts,SENIOR CONSULTANT BUSINESS ANALYST,Y,7,SCHAUMBURG,IL,,
TEZA TECHNOLOGIES LLC,150 N. MICHIGAN AVENUE,CHICAGO,IL,60601,"Software Developers, Applications",QUANTITATIVE DEVELOPER,Y,1,CHICAGO,IL,,
THE UNIVERSITY OF CHICAGO,5801 S. ELLIS AVE,CHICAGO,IL,60637,"Mathematical Science Teachers, Postsecondary",ASSISTANT PROFESSOR,Y,1,CHICAGO,IL,CHICAGO,IL
